datetime,open,high,low,close,volume,Ticker
2022-02-02,309.63000,315.12000,308.88000,313.45999,36636000,MSFT
2022-02-03,309.48999,311.23001,299.95999,301.25,43730000,MSFT
2022-02-04,300.20999,308.79999,299.97000,305.94000,35096500,MSFT
2022-02-07,306.17001,307.84000,299.89999,300.95001,28533300,MSFT
2022-02-08,301.25,305.56000,299.95001,304.56000,32421200,MSFT
2022-02-09,309.87000,311.92999,307.39001,311.20999,31284700,MSFT
2022-02-10,304.040009,309.12000,300.70001,302.38000,45386200,MSFT
2022-02-11,303.19000,304.29001,294.22000,295.040009,39175600,MSFT
2022-02-14,293.76999,296.76001,291.35001,295,36359500,MSFT
2022-02-15,300.010010,300.79999,297.019989,300.47000,27058300,MSFT
2022-02-16,298.37000,300.87000,293.67999,299.5,29982100,MSFT
2022-02-17,296.35999,296.79999,290,290.73001,32461600,MSFT
